,Name,Street name,Street number,Neighborhood name,District name,Zip code,Latitud,Longitud
781,"Av Diagonal, 565",Av Diagonal,565,les Corts,Les Corts,8029,41.3896358097491,2.13394335105933
782,"C Sant Pere Més Alt, 1",C Sant Pere Més Alt,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3869892631692,2.17521372320604
783,"C Rambla, 18",C Rambla,18,el Barri Gòtic,Ciutat Vella,8002,41.377942451368,2.17619451392277
784,"Pg Zona Franca, 104",Pg Zona Franca,104,la Marina de Port,Sants-Montjuïc,8038,41.357234988471,2.14188089865049
785,"Pl Eivissa, 10",Pl Eivissa,10,Horta,Horta-Guinardó,8032,41.4308318656519,2.16087552467523
786,"Pg Marítim de la Mar Bella, 126",Pg Marítim de la Mar Bella,126,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8005,41.4002082613047,2.21294346658492
787,"C Vila Arrufat, 2",C Vila Arrufat,2,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8017,41.3984535934758,2.13463847047176
788,"C Pelai, 26",C Pelai,26,el Raval,Ciutat Vella,8001,41.3856825144377,2.16668336803341
790,"Pl Bonsuccés, 5",Pl Bonsuccés,5,el Raval,Ciutat Vella,8001,41.3839402486407,2.16965434601409
791,"Pg Sant Joan, 6",Pg Sant Joan,6,el Fort Pienc,Eixample,8010,41.3918325027917,2.17985895103895
792,"C Clot, 201",C Clot,201,Navas,Sant Andreu,8027,41.4162341731309,2.19117532471159
793,"C Ausiàs Marc, 132",C Ausiàs Marc,132,el Fort Pienc,Eixample,8013,41.396980930233,2.18325330925219
794,"C Sardenya, 181",C Sardenya,181,el Fort Pienc,Eixample,8013,41.3979240356446,2.1804466174075
796,"C Alí Bei, 5",C Alí Bei,5,la Dreta de l'Eixample,Eixample,8010,41.390994041819,2.17731709082908
797,"C Roger de Llúria, 1",C Roger de Llúria,1,la Dreta de l'Eixample,Eixample,8010,41.3898569067013,2.17306089410126
798,"C Àlaba, 43",C Àlaba,43,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3953585422935,2.1952771927309
799,"C Àlaba, 148",C Àlaba,148,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.4003721084095,2.18878869760174
800,"C Ramon Turró, 173",C Ramon Turró,173,el Poblenou,Sant Martí,8005,41.3988176043033,2.20160848986587
801,"C Bac de Roda, 84",C Bac de Roda,84,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4068695238206,2.20507386606285
802,"C Canaan, 1",C Canaan,1,Vallcarca i els Penitents,Gràcia,8035,41.4203175898242,2.13979335970676
803,"C Cucurulla, 6",C Cucurulla,6,el Barri Gòtic,Ciutat Vella,8002,41.3846152292113,2.17419893181729
804,"Pl Santa Caterina, 3",Pl Santa Caterina,3,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.385539323643,2.17860901219303
805,"C Pintor Fortuny, 7",C Pintor Fortuny,7,el Raval,Ciutat Vella,8001,41.3831712663838,2.17021371058488
806,"C Josep Garí, 5",C Josep Garí,5,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8035,41.4156507002891,2.13523945433077
807,"Trav Gràcia, 391",Trav Gràcia,391,el Baix Guinardó,Horta-Guinardó,8025,41.4094381538799,2.17056405712144
808,"C Joan Güell, 50",C Joan Güell,50,Sants,Sants-Montjuïc,8028,41.3786271517428,2.13343961481971
809,"C Sardenya, 409",C Sardenya,409,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4076649177792,2.16758506114952
810,"C Montalegre, 5",C Montalegre,5,el Raval,Ciutat Vella,8001,41.3837490444861,2.16710896931742
811,"Via Augusta, 378",Via Augusta,378,Sarrià,Sarrià-Sant Gervasi,8017,41.402305456269,2.12063190376303
812,"C Ramon Turró, 196",C Ramon Turró,196,el Poblenou,Sant Martí,8005,41.3990785698156,2.20195943584786
814,"C Ciutat de Granada, 42",C Ciutat de Granada,42,el Poblenou,Sant Martí,8005,41.398058720895,2.19856387666732
815,"C Sant Pere Més Alt, 72",C Sant Pere Més Alt,72,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3891521621228,2.17815060476344
816,"Pl Vila de Madrid, 11",Pl Vila de Madrid,11,el Barri Gòtic,Ciutat Vella,8002,41.3844307042216,2.17195309699782
817,"Via Laietana, 41",Via Laietana,41,el Barri Gòtic,Ciutat Vella,8003,41.3862731976956,2.1755313944127
818,"C Riera Baixa, 3",C Riera Baixa,3,el Raval,Ciutat Vella,8001,41.3800935591073,2.16856617499449
819,"Trav Gràcia, 233",Trav Gràcia,233,la Vila de Gràcia,Gràcia,8012,41.403847590311,2.16171166894858
820,"C Alcalde de Móstoles, 17",C Alcalde de Móstoles,17,el Baix Guinardó,Horta-Guinardó,8025,41.4105052026094,2.1664322255145
821,"C València, 369",C València,369,la Dreta de l'Eixample,Eixample,8009,41.3990514984016,2.17186687845772
822,"Av Vilanova, 2",Av Vilanova,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8018,41.3918133667071,2.18094076204086
823,"C Muntaner, 261",C Muntaner,261,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3953649354081,2.14773233838443
824,"C Provença, 201",C Provença,201,l'Antiga Esquerra de l'Eixample,Eixample,8008,41.3919969358151,2.15772285762397
825,"C Diputació, 8",C Diputació,8,la Nova Esquerra de l'Eixample,Eixample,8015,41.377509943543,2.14979576974115
826,"C Diputació, 11",C Diputació,11,la Nova Esquerra de l'Eixample,Eixample,8015,41.378251841765,2.15077539361858
827,"G.V. Corts Catalanes, 333",G.V. Corts Catalanes,333,Hostafrancs,Sants-Montjuïc,8014,41.3731707749659,2.14636016663919
828,"C Artesania, 110",C Artesania,110,les Roquetes,Nou Barris,8042,41.4443901930562,2.17108235182429
829,"Av Mare de Déu de Montserrat, 257",Av Mare de Déu de Montserrat,257,el Guinardó,Horta-Guinardó,8041,41.424115785707,2.17582446495981
830,"C Vinyals, 1",C Vinyals,1,el Guinardó,Horta-Guinardó,8041,41.4189966517791,2.17620155780071
831,"Rda Sant Antoni, 59",Rda Sant Antoni,59,Sant Antoni,Eixample,8011,41.3846165652161,2.16376549761139
832,"C Josep Pla, 49",C Josep Pla,49,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4109312390967,2.21284375738198
834,"C Provença, 528",C Provença,528,la Sagrada Família,Eixample,8025,41.4075814468744,2.1788383827551
835,"C Miret i Sans, 2",C Miret i Sans,2,Pedralbes,Les Corts,8034,41.3902401245676,2.11259209560446
836,"C Corts, 1",C Corts,1,les Corts,Les Corts,8028,41.383628045591,2.12955180543907
837,"C Rosselló i Porcel, 2",C Rosselló i Porcel,2,Porta,Nou Barris,8016,41.4367004201164,2.18343247768504
838,"C Josep Pla, 33",C Josep Pla,33,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.409621599639,2.21494252836961
839,"C Josep Pla, 19",C Josep Pla,19,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4088172692799,2.2159892349229
840,"Pl Sarah Bernhardt, 1",Pl Sarah Bernhardt,1,la Marina de Port,Sants-Montjuïc,8038,41.3675917212655,2.139811900812
841,"Pg Olímpic, 4",Pg Olímpic,4,el Poble-sec,Sants-Montjuïc,8038,41.3618534239,2.15355087745366
842,"C Còrsega, 193",C Còrsega,193,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3902819928149,2.15091709141219
843,"C Teodor Llorente, 10",C Teodor Llorente,10,el Guinardó,Horta-Guinardó,8041,41.4190642500826,2.17924726995587
844,"Pg Gràcia, 49",Pg Gràcia,49,la Dreta de l'Eixample,Eixample,8007,41.3923066427374,2.16441055743687
845,"C València, 297",C València,297,la Dreta de l'Eixample,Eixample,8009,41.3956623621716,2.16714732849596
847,"C Vigatans, 2",C Vigatans,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3841296114579,2.17966896880462
848,"C Rocafort, 239",C Rocafort,239,la Nova Esquerra de l'Eixample,Eixample,8029,41.3852489303766,2.1452930999251
849,"G.V. Corts Catalanes, 273",G.V. Corts Catalanes,273,Hostafrancs,Sants-Montjuïc,8014,41.3713324461342,2.14393393650994
850,"Pg Zona Franca, 181",Pg Zona Franca,181,la Marina de Port,Sants-Montjuïc,8038,41.3602439743982,2.13868462267651
854,"C Portal de Santa Madrona, 2",C Portal de Santa Madrona,2,el Raval,Ciutat Vella,8001,41.377093809341,2.17587163982353
855,"C Marina, 78",C Marina,78,el Parc i la Llacuna del Poblenou,Sant Martí,8005,41.3925846155553,2.19018657733297
856,"Av Diagonal, 338",Av Diagonal,338,la Sagrada Família,Eixample,8013,41.4003474883817,2.1739663322989
857,"C Comte d'Urgell, 75",C Comte d'Urgell,75,la Nova Esquerra de l'Eixample,Eixample,8011,41.3831360787349,2.15704660001226
858,"C Diputació, 146",C Diputació,146,la Nova Esquerra de l'Eixample,Eixample,8015,41.3828863885022,2.15718617603037
859,"C Comte d'Urgell, 171",C Comte d'Urgell,171,la Nova Esquerra de l'Eixample,Eixample,8036,41.3880246163679,2.15061058809254
860,"C Sepúlveda, 127",C Sepúlveda,127,Sant Antoni,Eixample,8015,41.381107123837,2.15955049872822
861,"C Comte d'Urgell, 23",C Comte d'Urgell,23,Sant Antoni,Eixample,8011,41.3803989612835,2.1607205973444
862,"C Consell de Cent, 100",C Consell de Cent,100,la Nova Esquerra de l'Eixample,Eixample,8015,41.3803736529323,2.15155726664016
863,"C Pujades, 23",C Pujades,23,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.3931395957251,2.1894595602433
864,"Av Diagonal, 704",Av Diagonal,704,Pedralbes,Les Corts,8034,41.384075576118,2.1099114863395
865,"G.V. Carles III, 68",G.V. Carles III,68,les Corts,Les Corts,8028,41.3845087116398,2.12771799732504
866,"Av Diagonal, 670",Av Diagonal,670,Pedralbes,Les Corts,8034,41.3883910499038,2.12631472534858
869,"C Corts, 9",C Corts,9,les Corts,Les Corts,8028,41.3848433706329,2.12886024292773
871,"C Perú, 243",C Perú,243,Provençals del Poblenou,Sant Martí,8020,41.4140929705567,2.20321976562981
872,"Av Diagonal, 227",Av Diagonal,227,el Fort Pienc,Eixample,8013,41.4023119859025,2.18331852255409
873,"C Bailèn, 199",C Bailèn,199,la Vila de Gràcia,Gràcia,8037,41.40181975583,2.16401808223055
875,"Pg Circumval·lació, 9",Pg Circumval·lació,9,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.384818379769,2.1879363703368
876,"C Corts, 8",C Corts,8,les Corts,Les Corts,8028,41.3844070350923,2.12904131476521
877,"C Entença, 135",C Entença,135,la Nova Esquerra de l'Eixample,Eixample,8015,41.3818352597149,2.14756340890596
878,"C Diputació, 110",C Diputació,110,la Nova Esquerra de l'Eixample,Eixample,8015,41.3816765593744,2.1555281327563
879,"C Còrsega, 454",C Còrsega,454,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4028994048992,2.16787425099497
880,"C Enamorats, 93",C Enamorats,93,la Sagrada Família,Eixample,8013,41.4061220917589,2.182937007767
881,"Av Diagonal, 497",Av Diagonal,497,les Corts,Les Corts,8029,41.3918437489294,2.14244654620039
882,"Pl Pius XII, 2",Pl Pius XII,2,Pedralbes,Les Corts,8034,41.3877742840585,2.12323218223908
883,"Pg Valldaura, 243",Pg Valldaura,243,la Prosperitat,Nou Barris,8016,41.4391082995769,2.17968361296411
884,"C Pi i Margall, 27",C Pi i Margall,27,el Camp d'en Grassot i Gràcia Nova,Gràcia,8024,41.407937456877,2.16349831400962
885,"C Samsó, 8",C Samsó,8,la Vila de Gràcia,Gràcia,8012,41.4012487216899,2.16061946383629
886,"C Marie Curie, 16",C Marie Curie,16,la Guineueta,Nou Barris,8042,41.4366192887241,2.17030382845583
887,"C Comte d'Urgell, 230",C Comte d'Urgell,230,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3895202870728,2.14899642211362
890,"C Casanova, 157",C Casanova,157,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3911454133248,2.15103387564126
891,"C Gran de Gràcia, 105",C Gran de Gràcia,105,la Vila de Gràcia,Gràcia,8012,41.4011921185944,2.1537972593323
892,"C Cartagena, 168",C Cartagena,168,la Sagrada Família,Eixample,8013,41.4043623701017,2.18347748144703
893,"C Quito, 11",C Quito,11,Baró de Viver,Sant Andreu,8030,41.4463676096065,2.19988257609757
894,"Pl Espanya, 9",Pl Espanya,9,la Nova Esquerra de l'Eixample,Eixample,8015,41.375574932236,2.14936209581446
895,"Av Doctor Marañón, 34",Av Doctor Marañón,34,la Maternitat i Sant Ramon,Les Corts,8028,41.3818292387336,2.11426573285805
896,"C Roger de Llúria, 27",C Roger de Llúria,27,la Dreta de l'Eixample,Eixample,8009,41.3918030822821,2.17049519838229
897,"Pl Tetuan, 6",Pl Tetuan,6,la Dreta de l'Eixample,Eixample,8010,41.3943193072629,2.17560022654256
898,"Pl Catalunya, 10",Pl Catalunya,10,la Dreta de l'Eixample,Eixample,8002,41.3878930315743,2.16964571078694
899,"C Bruc, 6",C Bruc,6,la Dreta de l'Eixample,Eixample,8010,41.389521330316,2.17600190821471
900,"Via Laietana, 55",Via Laietana,55,el Barri Gòtic,Ciutat Vella,8003,41.3875653779425,2.17409234978592
901,"C Martí, 24",C Martí,24,la Vila de Gràcia,Gràcia,8024,41.4068769615308,2.15524462289221
902,"Pl Catalunya, 9",Pl Catalunya,9,la Dreta de l'Eixample,Eixample,8002,41.3875644115329,2.16874721321512
903,"C Degà Bahí, 40",C Degà Bahí,40,el Camp de l'Arpa del Clot,Sant Martí,8026,41.4119439679745,2.18458774818867
904,"C Biada, 10",C Biada,10,la Vila de Gràcia,Gràcia,8012,41.4053190463249,2.1549788464265
905,"C Martí i Franquès, 1",C Martí i Franquès,1,la Maternitat i Sant Ramon,Les Corts,8028,41.3853272500746,2.11796999810292
906,"C Pi i Margall, 110",C Pi i Margall,110,el Baix Guinardó,Horta-Guinardó,8025,41.4111908003331,2.16465765068551
907,"Pau Alsina, 15",Carrer de Pau Alsina,15,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4074786095641,2.16511758250671
908,"C Sicília, 382",C Sicília,382,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4055569015922,2.1683326282615
909,"Ptge Mariner, 14",Ptge Mariner,14,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4032187478872,2.17028563072128
910,"C Consell de Cent, 202",C Consell de Cent,202,l'Antiga Esquerra de l'Eixample,Eixample,8011,41.3844479860663,2.15699906258422
911,"C Rocafort, 161",C Rocafort,161,la Nova Esquerra de l'Eixample,Eixample,8015,41.3819068109041,2.14969816083595
912,"C Almogàvers, 8",C Almogàvers,8,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.3916769019514,2.18283050380985
913,"C Pallars, 102",C Pallars,102,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.3958705130946,2.19078068507272
914,"C Xifré, 106",C Xifré,106,el Camp de l'Arpa del Clot,Sant Martí,8026,41.4116003326117,2.18020051038629
915,"C Carretes, 79",C Carretes,79,el Raval,Ciutat Vella,8001,41.3763802724091,2.1689891288843
916,"C Reina Amàlia, 24",C Reina Amàlia,24,el Raval,Ciutat Vella,8001,41.3767680687999,2.16730820103522
917,"Rda Sant Pau, 43",Rda Sant Pau,43,Sant Antoni,Eixample,8015,41.377169094946,2.16496853922337
918,"C Nou de la Rambla, 176",C Nou de la Rambla,176,el Poble-sec,Sants-Montjuïc,8004,41.3714960030087,2.16648446009077
919,"C Tomàs Padró, 2",C Tomàs Padró,2,el Camp de l'Arpa del Clot,Sant Martí,8026,41.4145382501164,2.18669908372653
920,"Av Meridiana, 188",Av Meridiana,188,el Clot,Sant Martí,8026,41.412965684232,2.18708620859687
921,"C Espronceda, 287",C Espronceda,287,el Clot,Sant Martí,8018,41.4138833188928,2.19336684365591
922,"C Àvila, 145",C Àvila,145,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.4007941984718,2.1901649099767
923,"C Ausiàs Marc, 78",C Ausiàs Marc,78,el Fort Pienc,Eixample,8013,41.3943836618563,2.17976635604032
924,"C Comte de Santa Clara, 6",C Comte de Santa Clara,6,la Barceloneta,Ciutat Vella,8003,41.3793427635928,2.18882446897141
925,"C Emília Llorca Martin, 26",Carrer d'Emília Llorca Martín,26,la Barceloneta,Ciutat Vella,8003,41.3775439447569,2.1913728882838
926,"Pg Joan Borbó Comte Barcelona, 58",Pg Joan Borbó Comte Barcelona,58,la Barceloneta,Ciutat Vella,8003,41.3766502491942,2.18877197996829
927,"C Empordà, 10",C Empordà,10,la Verneda i la Pau,Sant Martí,8020,41.4235601317109,2.20870158739831
928,"Av Diagonal, 645",Av Diagonal,645,la Maternitat i Sant Ramon,Les Corts,8028,41.3858664723648,2.1165203920939
929,"Via Augusta, 248",Via Augusta,248,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3978617949004,2.13568890924114
930,"C Rita Bonnat, 2",C Rita Bonnat,2,les Corts,Les Corts,8029,41.3893356352969,2.14278010598481
931,"C Sardenya, 80",C Sardenya,80,el Parc i la Llacuna del Poblenou,Sant Martí,8005,41.392110545834,2.18834702554926
932,"C Rambla, 39",C Rambla,39,el Raval,Ciutat Vella,8002,41.379348307427,2.17471910828427
933,"Rda Sant Antoni, 2",Rda Sant Antoni,2,el Raval,Ciutat Vella,8001,41.379046849342,2.16327124424055
934,"C Carretes, 59",C Carretes,59,el Raval,Ciutat Vella,8001,41.3768533881157,2.16832586809308
935,"Bar Pekin, 1",Bar Pekin,1,el Besòs i el Maresme,Sant Martí,8019,41.4122259753242,2.22084464612258
936,"C Fluvià, 51",C Fluvià,51,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4058547731273,2.20820050032004
937,"C Nàpols, 183",C Nàpols,183,la Dreta de l'Eixample,Eixample,8013,41.3982122777309,2.17548258181247
938,"C Turó Blau, 2",C Turó Blau,2,la Prosperitat,Nou Barris,8016,41.439032386152,2.17693086975844
940,"Pl Comercial, 1",Pl Comercial,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3857847457692,2.18312808319731
941,"Trav Gràcia, 91",Trav Gràcia,91,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.3977974608121,2.15208028641905
942,"C Príncep de Viana, 18",C Príncep de Viana,18,el Raval,Ciutat Vella,8001,41.3797053560087,2.16385862500302
943,"C Agustina Saragossa, 2",C Agustina Saragossa,2,les Corts,Les Corts,8017,41.3906797448825,2.13530791755818
944,"Rda Sant Antoni, 63",Rda Sant Antoni,63,Sant Antoni,Eixample,8011,41.3848198774604,2.16382329029593
945,"C Gran de Gràcia, 228",C Gran de Gràcia,228,la Vila de Gràcia,Gràcia,8012,41.4046053803257,2.15153949917312
946,"C Marquès de Santa Ana, 1",C Marquès de Santa Ana,1,el Putxet i el Farró,Sarrià-Sant Gervasi,8023,41.4064309356154,2.14813259669493
947,"C Llull, 406",C Llull,406,el Besòs i el Maresme,Sant Martí,8019,41.4129292921567,2.21822639751069
948,"Pl Sol, 5",Pl Sol,5,la Vila de Gràcia,Gràcia,8012,41.4015416085857,2.15713911312061
949,"Pg Gràcia, 80",Pg Gràcia,80,la Dreta de l'Eixample,Eixample,8008,41.3938753677022,2.16293137843785
951,"C Numància, 52",C Numància,52,les Corts,Les Corts,8029,41.3834827305206,2.13883518985699
952,"Rbla Prim, 146",Rbla Prim,146,el Besòs i el Maresme,Sant Martí,8019,41.4183354931885,2.21002453979132
953,"C Gavà, 79",C Gavà,79,la Bordeta,Sants-Montjuïc,8014,41.3705563485373,2.13891455122638
954,"C Sant Salvador, 102",C Sant Salvador,102,la Vila de Gràcia,Gràcia,8024,41.4089345303786,2.15706251435172
955,"C Marina, 360",C Marina,360,el Baix Guinardó,Horta-Guinardó,8025,41.4081272152107,2.16975688725484
956,"Av Madrid, 43",Av Madrid,43,la Maternitat i Sant Ramon,Les Corts,8028,41.3773170561566,2.1252576103989
957,"C Ramon Turró, 229",C Ramon Turró,229,el Poblenou,Sant Martí,8005,41.401292656122,2.2049116676435
958,"C Fluvià, 58",C Fluvià,58,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4066719372201,2.20763839392453
959,"C Ramon Turró, 162",C Ramon Turró,162,el Poblenou,Sant Martí,8005,41.3974850933154,2.19982965465158
960,"Av Diagonal, 165",Av Diagonal,165,el Poblenou,Sant Martí,8018,41.4051088873949,2.19495844228145
961,"Av Diagonal, 584",Av Diagonal,584,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3936481566926,2.14722009504654
962,"Trav Gràcia, 145",Trav Gràcia,145,la Vila de Gràcia,Gràcia,8012,41.4006789602319,2.15687345179123
963,"C Freixa, 51",C Freixa,51,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.399235192275,2.14034827077054
964,"Av Diagonal, 209",Av Diagonal,209,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.4036994784098,2.18937250992131
965,"Pg Colom, 6",Pg Colom,6,el Barri Gòtic,Ciutat Vella,8002,41.3805196663151,2.18131053921187
966,"Pl Antonio López, 9999",Pl Antonio López,1,el Barri Gòtic,Ciutat Vella,8002,41.38125966735,2.18188607941672
967,"C Consolat de Mar, 27",C Consolat de Mar,27,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3824655110747,2.18222700013339
968,"Pg Joan Borbó Comte Barcelona, 1",Pg Joan Borbó Comte Barcelona,1,la Barceloneta,Ciutat Vella,8003,41.3816216116835,2.18680596697989
969,"C Almirall Churruca, 11",C Almirall Churruca,11,la Barceloneta,Ciutat Vella,8003,41.3785645384995,2.18997392138016
970,"C Marina, 203",C Marina,203,el Fort Pienc,Eixample,8013,41.4008501309443,2.17845278488977
971,"Pl Ca n'Ensenya, 4",Pl Ca n'Ensenya,4,la Guineueta,Nou Barris,8042,41.4374539567051,2.16944162026537
972,"C Balmes, 280",C Balmes,280,el Putxet i el Farró,Sarrià-Sant Gervasi,8006,41.4014069860956,2.14749464701454
973,"C Sèneca, 25",C Sèneca,25,la Vila de Gràcia,Gràcia,8006,41.3967708489295,2.15605792796024
974,"Pg Gràcia, 123",Pg Gràcia,123,la Vila de Gràcia,Gràcia,8008,41.3973894745349,2.1580467825777
975,"Pl Jardins d'Alfàbia, 2",Pl Jardins d'Alfàbia,2,Porta,Nou Barris,8016,41.4370522164148,2.17417415703414
976,"C Escipió, 27",C Escipió,27,el Putxet i el Farró,Sarrià-Sant Gervasi,8023,41.4073308245119,2.14572688004681
977,"C Artesania, 52",C Artesania,52,Verdun,Nou Barris,8042,41.4401728190299,2.17396951483887
978,"C Casp, 47",C Casp,47,la Dreta de l'Eixample,Eixample,8010,41.3921845390425,2.1743186815638
980,"C Provença, 354",C Provença,354,la Dreta de l'Eixample,Eixample,8037,41.399452338912,2.16783857817776
981,"C Lepant, 153",C Lepant,153,el Fort Pienc,Eixample,8013,41.3989361188897,2.18401939797291
982,"C Casp, 127",C Casp,127,el Fort Pienc,Eixample,8013,41.3969940094696,2.18074734340335
984,"Rbla Poblenou, 82",Rbla Poblenou,82,el Poblenou,Sant Martí,8005,41.4016026044653,2.20081556231077
986,"C Marquès de Campo Sagrado, 1",C Marquès de Campo Sagrado,1,Sant Antoni,Eixample,8015,41.3754369818914,2.16335020486037
987,"C Aragó, 241",C Aragó,241,la Dreta de l'Eixample,Eixample,8007,41.3906871203735,2.16272443563952
988,"C Consell de Cent, 280",C Consell de Cent,280,la Dreta de l'Eixample,Eixample,8007,41.3894035547752,2.16354926287873
989,"C Consell de Cent, 310",C Consell de Cent,310,la Dreta de l'Eixample,Eixample,8007,41.3909927777396,2.16567062901177
990,"Pg Gràcia, 42",Pg Gràcia,42,la Dreta de l'Eixample,Eixample,8007,41.391386684215,2.16622651028969
991,"Rbla Catalunya, 29",Rbla Catalunya,29,la Dreta de l'Eixample,Eixample,8007,41.3893050127867,2.16579358826872
993,"C Rambla, 135",C Rambla,135,el Raval,Ciutat Vella,8002,41.3853709921018,2.17002317006574
994,"Pl Universitat, 9",Pl Universitat,9,el Raval,Ciutat Vella,8007,41.385821656467,2.1647609024804
996,"C Canuda, 23",C Canuda,23,el Barri Gòtic,Ciutat Vella,8002,41.3846868588276,2.17224247047709
997,"C Numància, 170",C Numància,170,les Corts,Les Corts,8017,41.3901883746534,2.13220346662288
998,"C Buenos Aires, 19",C Buenos Aires,19,l'Antiga Esquerra de l'Eixample,Eixample,8029,41.3914239387724,2.14557485583967
999,"C Nicaragua, 104",C Nicaragua,104,les Corts,Les Corts,8029,41.3857616393542,2.13850017246055
1000,"C Nicaragua, 106",C Nicaragua,106,les Corts,Les Corts,8029,41.3858641363562,2.13824538439036
1001,"C Tarragona, 159",C Tarragona,159,Hostafrancs,Sants-Montjuïc,8014,41.379172680582,2.14399962650727
1002,"C Creu Coberta, 100",C Creu Coberta,100,Hostafrancs,Sants-Montjuïc,8014,41.3753350031033,2.14265321669004
1003,"Av Diagonal, 572",Av Diagonal,572,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3939715553595,2.14881926268483
1004,"C Amigó, 10",C Amigó,10,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3943409878714,2.14581631898697
1005,"C París, 117",C París,117,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.39010594976,2.14833791940849
1006,"C Can Ràbia, 3",C Can Ràbia,3,les Tres Torres,Sarrià-Sant Gervasi,8017,41.3926986260662,2.13455759476331
1007,"C Mestre Nicolau, 13",C Mestre Nicolau,13,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3934595977317,2.14232102780784
1008,"Pg Sant Joan Bosco, 45",Pg Sant Joan Bosco,45,Sarrià,Sarrià-Sant Gervasi,8017,41.3944824936924,2.12757039133005
1009,"C Sant Rafael, 16",C Sant Rafael,16,el Raval,Ciutat Vella,8001,41.3794072849025,2.16983770986744
1010,"Trav Corts, 289",Trav Corts,289,les Corts,Les Corts,8014,41.3867891661732,2.13482874367767
1011,"C Mare de Déu del Remei, 44",C Mare de Déu del Remei,44,el Poble-sec,Sants-Montjuïc,8004,41.3729795764626,2.15565586180215
1012,"C Mallorca, 244",C Mallorca,244,la Dreta de l'Eixample,Eixample,8008,41.3930822912267,2.16166685664394
1013,"C Entença, 297",C Entença,297,les Corts,Les Corts,8029,41.3887965452735,2.13898540715285
1014,"Trav Corts, 210",Trav Corts,210,les Corts,Les Corts,8028,41.383830087607,2.13064031831549
1015,"Pl Nord, 8",Pl Nord,8,la Vila de Gràcia,Gràcia,8024,41.4072114591612,2.15546536950203
1016,"C Provença, 78",C Provença,78,la Nova Esquerra de l'Eixample,Eixample,8029,41.3841117447775,2.14753586519155
1017,"C Bernat Desclot, 8",C Bernat Desclot,8,el Besòs i el Maresme,Sant Martí,8019,41.4192127748334,2.21129642919703
1018,"G.V. Corts Catalanes, 1182",G.V. Corts Catalanes,1182,el Besòs i el Maresme,Sant Martí,8020,41.4205223156425,2.21057445233332
1019,"C Doctor Trueta, 50",C Doctor Trueta,50,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3919936660135,2.19478130983955
1020,"C Doctor Trueta, 206",C Doctor Trueta,206,el Poblenou,Sant Martí,8005,41.3983672674212,2.20334557696988
1021,"C Llull, 199",C Llull,199,el Poblenou,Sant Martí,8005,41.4017201304462,2.20294859484143
1022,"C Lope de Vega, 122",C Lope de Vega,122,el Poblenou,Sant Martí,8005,41.4053257678819,2.20262612290662
1023,"C Joncar, 7",C Joncar,7,el Poblenou,Sant Martí,8005,41.400267712524,2.20336088727007
