,Name,Street name,Street number,Neighborhood name,District name,Zip code,Latitud,Longitud
0,"Pl Revolució de Setembre 1868, 16",Pl Revolució de Setembre 1868,16,la Vila de Gràcia,Gràcia,8012,41.4025321086596,2.15823805255712
1,"Ctra Bordeta, 35",Ctra Bordeta,35,Hostafrancs,Sants-Montjuïc,8014,41.3732314775216,2.1448161096124
2,"Pl Sanllehy, 9999",Pl Sanllehy,1,la Salut,Gràcia,8024,41.413905296804,2.16130314178614
3,"C Guillem Tell, 51",C Guillem Tell,51,el Putxet i el Farró,Sarrià-Sant Gervasi,8006,41.4017230156453,2.1475889483489
4,"C Bac de Roda, 35",C Bac de Roda,35,el Poblenou,Sant Martí,8005,41.4034351995293,2.20925817454444
5,"C Girona, 69",C Girona,69,la Dreta de l'Eixample,Eixample,8009,41.3947340032481,2.17135378724472
6,"C Mèxic, 46",C Mèxic,46,la Font de la Guatlla,Sants-Montjuïc,8004,41.371532934444,2.15000931837786
7,"Av Rasos de Peguera, 172",Av Rasos de Peguera,172,Ciutat Meridiana,Nou Barris,8033,41.4607904127719,2.1743324896478
8,"C Cartagena, 319",C Cartagena,319,la Sagrada Família,Eixample,8025,41.4108806080829,2.17463741780605
9,"C Mallorca, 423",C Mallorca,423,la Sagrada Família,Eixample,8013,41.404864941124,2.1771286852511
10,"C Provença, 467",C Provença,467,la Sagrada Família,Eixample,8025,41.4057031592502,2.175989542023
11,"C Josep Estivill, 6",C Josep Estivill,6,Navas,Sant Andreu,8027,41.4165334784528,2.18610719478144
12,"Pl Taxi, 1",Pl Taxi,1,Navas,Sant Andreu,8041,41.4163089431082,2.18055834340194
13,"C Jordi Girona, 29",C Jordi Girona,29,Pedralbes,Les Corts,8034,41.3878891585339,2.11470174629405
14,"C Dolors Masferrer i Bosch, 15",C Dolors Masferrer i Bosch,15,les Corts,Les Corts,8028,41.3850577539421,2.12834615229645
15,"C Numància, 153",C Numància,153,les Corts,Les Corts,8029,41.38857838131,2.13367485135434
16,"C Pere IV, 340",C Pere IV,340,Provençals del Poblenou,Sant Martí,8019,41.4088799578527,2.20238636492413
17,"C Pere IV, 325",C Pere IV,325,Provençals del Poblenou,Sant Martí,8020,41.4108777900643,2.20381040220155
18,"C Perú, 214",C Perú,214,Provençals del Poblenou,Sant Martí,8020,41.4140321232999,2.20370600196173
19,"Rbla Poblenou, 137",Rbla Poblenou,137,el Poblenou,Sant Martí,8018,41.4051453366525,2.1957564365803
20,"Rbla Poblenou, 162",Rbla Poblenou,162,Provençals del Poblenou,Sant Martí,8018,41.4069868678119,2.19347561339996
21,"C Pont del Treball Digne, 15",C Pont del Treball Digne,15,Sant Martí de Provençals,Sant Martí,8020,41.4222106414878,2.1958214153775
22,"C Pujades, 57",C Pujades,57,el Parc i la Llacuna del Poblenou,Sant Martí,8005,41.3957275850766,2.19248862728785
23,"C Tuset, 13",C Tuset,13,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.3960087182596,2.15174199625309
24,"C Roc Boronat, 97",C Roc Boronat,97,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.4013707343911,2.19622505718871
25,"C Sardenya, 253",C Sardenya,253,la Sagrada Família,Eixample,8013,41.4013486412886,2.17611171529504
26,"C Nicaragua, 153",C Nicaragua,153,les Corts,Les Corts,8029,41.387244870032,2.1363803498996
27,"Av Diagonal, 582",Av Diagonal,582,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3937903730282,2.14756995453133
28,"C Viladomat, 52",C Viladomat,52,Sant Antoni,Eixample,8015,41.3774097101014,2.16043421006275
29,"C Provença, 175",C Provença,175,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3906164207813,2.15590088417261
30,"C Mallorca, 41",C Mallorca,41,la Nova Esquerra de l'Eixample,Eixample,8029,41.3834127392845,2.14860487374209
31,"C Consell de Cent, 128",C Consell de Cent,128,la Nova Esquerra de l'Eixample,Eixample,8015,41.3816292215712,2.15321974056508
32,"C Entença, 88",C Entença,88,la Nova Esquerra de l'Eixample,Eixample,8015,41.3797522761871,2.15074295795364
33,"C Mare de Déu del Remei, 47",C Mare de Déu del Remei,47,el Poble-sec,Sants-Montjuïc,8004,41.3729266929979,2.15619359265376
34,"C Mare de Déu del Remei, 5",C Mare de Déu del Remei,5,el Poble-sec,Sants-Montjuïc,8004,41.3729549524987,2.15887481648338
35,"C Eduardo Conde, 15",C Eduardo Conde,15,Sarrià,Sarrià-Sant Gervasi,8034,41.3927233359536,2.12166577205825
36,"C Rosselló, 109",C Rosselló,109,la Nova Esquerra de l'Eixample,Eixample,8029,41.3875514807167,2.14956146489716
37,"C Aragó, 119",C Aragó,119,la Nova Esquerra de l'Eixample,Eixample,8015,41.3834358090024,2.15314443325249
38,"G.V. Corts Catalanes, 582",G.V. Corts Catalanes,582,Sant Antoni,Eixample,8011,41.384928773429,2.16252852076679
39,"C Emília Coranty, 11",C Emília Coranty,11,Provençals del Poblenou,Sant Martí,8018,41.4083890726949,2.19942821876133
40,"C Llull, 286",C Llull,286,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4052491680968,2.20793076148645
41,"C Mallorca, 603",C Mallorca,603,el Camp de l'Arpa del Clot,Sant Martí,8026,41.4116318961976,2.18667570379573
42,"C Badajoz, 86",C Badajoz,86,el Poblenou,Sant Martí,8005,41.3986052488603,2.19554795161507
43,"Pg Picasso, 7",Pg Picasso,7,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.387591231,2.18359140048353
44,"C Marquesa, 8",C Marquesa,8,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.383500665742,2.18550884654142
45,"C Bon Pastor, 11",C Bon Pastor,11,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3948973867927,2.15041526641286
46,"C Balmes, 110",C Balmes,110,la Dreta de l'Eixample,Eixample,8008,41.3926113217632,2.15843058718886
47,"C Comte Borrell, 243",C Comte Borrell,243,la Nova Esquerra de l'Eixample,Eixample,8029,41.3868327346722,2.1499930899921
48,"G.V. Corts Catalanes, 521",G.V. Corts Catalanes,521,la Nova Esquerra de l'Eixample,Eixample,8015,41.3820998568946,2.1581208569571
49,"Av Mare de Déu de Montserrat, 243",Av Mare de Déu de Montserrat,243,el Guinardó,Horta-Guinardó,8041,41.4232842455632,2.17523152000553
50,"Pl Fort Pienc, 5",Pl Fort Pienc,5,el Fort Pienc,Eixample,8013,41.3954381475854,2.18210167355622
51,"C Gerard Piera, 3",C Gerard Piera,3,les Corts,Les Corts,8028,41.3824327876671,2.12913031539494
52,"C Sabino Arana, 25",C Sabino Arana,25,la Maternitat i Sant Ramon,Les Corts,8028,41.3856321096719,2.12403685993086
53,"C Salvador Espriu, 91",C Salvador Espriu,91,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3930572456797,2.20253883137231
54,"C Garcilaso, 62",C Garcilaso,62,la Sagrera,Sant Andreu,8027,41.4230726955469,2.18736683583182
55,"Pl Osca, 7",Pl Osca,7,Sants,Sants-Montjuïc,8014,41.375952368546,2.13866168875956
56,"C Fèlix Amat, 10",C Fèlix Amat,10,Sant Andreu,Sant Andreu,8030,41.443696441957,2.19060653229655
57,"C Pacífic, 8",C Pacífic,8,la Sagrera,Sant Andreu,8027,41.425769535351,2.19091271406748
58,"Pg Picasso, 5",Pg Picasso,5,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3879273877359,2.18316998811816
59,"Pg Sant Joan, 2",Pg Sant Joan,2,el Fort Pienc,Eixample,8010,41.391427465589,2.18003453647713
60,"C Sardenya, 33",C Sardenya,33,la Vila Olímpica del Poblenou,Sant Martí,8005,41.39107029206,2.18972402111185
61,"C Marina, 23",C Marina,23,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3883898470789,2.19512216372725
62,"C Pou de la Figuera, 1",C Pou de la Figuera,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3874294254895,2.17981257772773
63,"C Sardenya, 509",C Sardenya,509,el Camp d'en Grassot i Gràcia Nova,Gràcia,8024,41.4108276425638,2.16361401476023
64,"C Ramon Turró, 3",C Ramon Turró,3,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3903561156076,2.19030166946708
65,"C Marquès de Campo Sagrado, 2",C Marquès de Campo Sagrado,2,Sant Antoni,Eixample,8015,41.3753728499741,2.16346061177282
66,"Camí Foixarda, 28",Camí Foixarda,28,el Poble-sec,Sants-Montjuïc,8038,41.3658542806838,2.14599710946135
67,"Av Diagonal, 603",Av Diagonal,603,les Corts,Les Corts,8028,41.3885231879547,2.12991397237015
68,"Av Josep Tarradellas, 20",Av Josep Tarradellas,20,la Nova Esquerra de l'Eixample,Eixample,8029,41.3826187509157,2.1427184754951
69,"C Àvila, 47",C Àvila,47,la Vila Olímpica del Poblenou,Sant Martí,8005,41.396161912868,2.1962667471338
70,"C Bilbao, 133",C Bilbao,133,el Poblenou,Sant Martí,8018,41.405852330958,2.19934328661042
71,"C Bolívia, 12",C Bolívia,12,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.401008132737,2.18864978170873
72,"C Bolívia, 45",C Bolívia,45,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.40272165363,2.19070972284989
73,"C Bolívia, 124",C Bolívia,124,Provençals del Poblenou,Sant Martí,8018,41.4060252108297,2.19532418361094
74,"C Bilbao, 86",C Bilbao,86,el Poblenou,Sant Martí,8005,41.4051636306652,2.20091570661724
75,"C Independència, 230",C Independència,230,el Clot,Sant Martí,8026,41.4058648081831,2.18603056718917
76,"C Pujades, 74",C Pujades,74,el Parc i la Llacuna del Poblenou,Sant Martí,8005,41.3953158162245,2.19239183265453
77,"C Montalegre, 4",C Montalegre,4,el Raval,Ciutat Vella,8001,41.3836709342438,2.16718891230598
78,"C Sardenya, 294",C Sardenya,294,la Sagrada Família,Eixample,8013,41.4019466345126,2.17533105920901
79,"G.V. Corts Catalanes, 381",G.V. Corts Catalanes,381,la Nova Esquerra de l'Eixample,Eixample,8015,41.3760994673694,2.15026493224452
80,"C Comte Borrell, 307",C Comte Borrell,307,la Nova Esquerra de l'Eixample,Eixample,8029,41.3896935642703,2.14632400258692
81,"C Garcilaso, 181",C Garcilaso,181,el Congrés i els Indians,Sant Andreu,8027,41.4233770980064,2.18094218104336
82,"C Llacuna, 129",C Llacuna,129,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.4045390138032,2.1942928606876
83,"C Rogent, 73",C Rogent,73,el Camp de l'Arpa del Clot,Sant Martí,8026,41.4116444388775,2.18145630306734
84,"C Diputació, 118",C Diputació,118,la Nova Esquerra de l'Eixample,Eixample,8015,41.3818963344664,2.15587592712051
85,"Pl Vila de Gràcia, 17",Pl Vila de Gràcia,17,la Vila de Gràcia,Gràcia,8012,41.4001503945906,2.1573944429221
86,"Trav Gràcia, 152",Trav Gràcia,152,la Vila de Gràcia,Gràcia,8012,41.4009344724995,2.15729385089907
87,"Pl Sol, 24",Pl Sol,24,la Vila de Gràcia,Gràcia,8012,41.4018306059734,2.15676473910242
88,"C Gran de Gràcia, 89",C Gran de Gràcia,89,la Vila de Gràcia,Gràcia,8012,41.4006556816208,2.1544341459996
89,"C Teide, 13",C Teide,13,el Turó de la Peira,Nou Barris,8031,41.4308336552034,2.16876847352913
90,"Pl Pau Vila, 11",Pl Pau Vila,11,la Barceloneta,Ciutat Vella,8003,41.3822260350427,2.18480323718602
91,"C Baluard, 38",C Baluard,38,la Barceloneta,Ciutat Vella,8003,41.3800707402532,2.18901165914618
92,"Pl Josep Andreu i Abelló, 4",Pl Josep Andreu i Abelló,4,la Trinitat Vella,Sant Andreu,8033,41.4480459278813,2.19063402356317
93,"Pg Torras i Bages, 108",Pg Torras i Bages,108,Sant Andreu,Sant Andreu,8030,41.4419439473634,2.19098315009768
94,"Av Diagonal, 545",Av Diagonal,545,les Corts,Les Corts,8029,41.3900626274506,2.13538197595854
95,"C Sardenya, 365",C Sardenya,365,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4060023512714,2.16998505077757
97,"C Comte d'Urgell, 132",C Comte d'Urgell,132,l'Antiga Esquerra de l'Eixample,Eixample,8011,41.3849869800234,2.15498747786546
98,"C Comercial, 1",C Comercial,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3864018807506,2.18360782213375
99,"Pl Joan Casanelles, 3",Pl Joan Casanelles,3,el Clot,Sant Martí,8018,41.4087932093054,2.19169511131058
100,"Pg Marítim de la Barceloneta, 9",Pg Marítim de la Barceloneta,9,la Barceloneta,Ciutat Vella,8003,41.3806682492648,2.19335066080743
101,"Av Meridiana, 30",Av Meridiana,30,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.3950937396818,2.18712215087118
102,"C Girona, 29",C Girona,29,la Dreta de l'Eixample,Eixample,8010,41.3920956804176,2.17463624172614
103,"C Ausiàs Marc, 26",C Ausiàs Marc,26,la Dreta de l'Eixample,Eixample,8010,41.3912444661224,2.1757690343963
104,"C Méndez Núñez, 1",C Méndez Núñez,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3893478461854,2.17831929896405
105,"C Casp, 192",C Casp,192,el Fort Pienc,Eixample,8013,41.3984177007017,2.18308434263708
106,"C Sant Pau, 8",C Sant Pau,8,el Raval,Ciutat Vella,8001,41.3806356602712,2.17313589248894
107,"Av Paral·lel, 60",Av Paral·lel,60,el Raval,Ciutat Vella,8001,41.3750932883744,2.16999736845126
108,"Pl Pi, 6",Pl Pi,6,el Barri Gòtic,Ciutat Vella,8002,41.3823823525949,2.1739683313759
109,"Pl Jean Genet, 1",Pl Jean Genet,1,el Raval,Ciutat Vella,8001,41.3768368512864,2.17384892496644
110,"C Sant Oleguer, 20",C Sant Oleguer,20,el Raval,Ciutat Vella,8001,41.3770470920518,2.17178247450139
111,"C Aragó, 17",C Aragó,17,la Nova Esquerra de l'Eixample,Eixample,8015,41.3785105247613,2.14703297187286
112,"Av Mistral, 2",Av Mistral,2,Sant Antoni,Eixample,8015,41.3776108957288,2.159472469519
113,"C Sepúlveda, 67",C Sepúlveda,67,Sant Antoni,Eixample,8015,41.37855359825,2.15620653528828
114,"C Llobregós, 15",C Llobregós,15,la Font d'en Fargues,Horta-Guinardó,8032,41.4273433867671,2.16264423202705
115,"C Provença, 480",C Provença,480,la Sagrada Família,Eixample,8025,41.4058307038298,2.17636816402785
116,"C Mallorca, 274",C Mallorca,274,la Dreta de l'Eixample,Eixample,8037,41.3953205417165,2.16464021393519
117,"G.V. Corts Catalanes, 633",G.V. Corts Catalanes,633,la Dreta de l'Eixample,Eixample,8010,41.3914803206418,2.17074027128405
118,"E.M. Universitat, 1",E.M. Universitat,1,Sant Antoni,Eixample,8007,41.3853888187061,2.16380914775577
119,"C Pelai, 11",C Pelai,11,la Dreta de l'Eixample,Eixample,8001,41.3857968785512,2.16688319663571
120,"Av Portal de l'Àngel, 19",Av Portal de l'Àngel,19,el Barri Gòtic,Ciutat Vella,8002,41.3859906925828,2.17253297465301
121,"Av Mistral, 67",Av Mistral,67,Sant Antoni,Eixample,8015,41.3759426588178,2.15422025972306
122,"C Ribes, 23",C Ribes,23,el Fort Pienc,Eixample,8013,41.394577218306,2.18178106653502
123,"C Mallorca, 337",C Mallorca,337,la Dreta de l'Eixample,Eixample,8037,41.3997733895591,2.17032428852497
124,"C Diputació, 209",C Diputació,209,l'Antiga Esquerra de l'Eixample,Eixample,8011,41.3867420137709,2.16206967023786
125,"C Diputació, 222",C Diputació,222,l'Antiga Esquerra de l'Eixample,Eixample,8011,41.3867538163961,2.16229520950463
126,"G.V. Corts Catalanes, 732",G.V. Corts Catalanes,732,el Fort Pienc,Eixample,8013,41.3969359476354,2.17853401825591
127,"C Judici, 14",C Judici,14,la Barceloneta,Ciutat Vella,8003,41.3766329875901,2.19032533444372
128,"C Masriera, 8",C Masriera,8,la Bordeta,Sants-Montjuïc,8014,41.3702478919448,2.13439493521726
129,"G.V. Corts Catalanes, 329",G.V. Corts Catalanes,329,Hostafrancs,Sants-Montjuïc,8014,41.3731111133423,2.14629752254918
130,"Av Vallcarca, 256",Av Vallcarca,256,Vallcarca i els Penitents,Gràcia,8023,41.4200866274995,2.14077149008847
131,"Pg Joan Borbó Comte Barcelona, 2",Pg Joan Borbó Comte Barcelona,2,la Barceloneta,Ciutat Vella,8003,41.3815582225535,2.18689592565934
132,"Pg Joan Borbó Comte Barcelona, 21",Pg Joan Borbó Comte Barcelona,21,la Barceloneta,Ciutat Vella,8003,41.3797024521551,2.18781619538905
133,"C Sant Pau, 81",C Sant Pau,81,el Raval,Ciutat Vella,8001,41.377595295012,2.17048718128145
134,"C Roser, 45",C Roser,45,el Poble-sec,Sants-Montjuïc,8004,41.3728352482362,2.16636389323802
135,"Pg Andreu Nin, 51",Pg Andreu Nin,51,Porta,Nou Barris,8016,41.4359698766223,2.18199062761884
136,"Av Meridiana, 392",Av Meridiana,392,Sant Andreu,Sant Andreu,8030,41.4312295039148,2.18352991147696
137,"C Portugal, 60",C Portugal,60,la Sagrera,Sant Andreu,8027,41.4270132344966,2.18763776379955
138,"C Ramon Turró, 149",C Ramon Turró,149,el Poblenou,Sant Martí,8005,41.3976571273497,2.19980913451043
139,"Rda Litoral (Llobregat), 85",Rda Litoral (Llobregat),85,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3897166230848,2.19781787440299
140,"C Castillejos, 180",C Castillejos,180,la Sagrada Família,Eixample,8013,41.4029793742496,2.18303091909679
141,"Trav Gràcia, 183",Trav Gràcia,183,la Vila de Gràcia,Gràcia,8012,41.4022615654395,2.15920053330123
142,"C Ramon Trias Fargas, 23",C Ramon Trias Fargas,23,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3897607294281,2.19148332670318
143,"Pl Garrigó, 8",Pl Garrigó,8,Vilapicina i la Torre Llobeta,Nou Barris,8016,41.4293672871826,2.18132472044503
144,"C Sardenya, 320",C Sardenya,320,la Sagrada Família,Eixample,8025,41.4036495710531,2.17311691127801
145,"C Templers, 12",C Templers,12,el Barri Gòtic,Ciutat Vella,8002,41.3816722324738,2.1780472835826
146,"C Campo Florido, 2",C Campo Florido,2,el Congrés i els Indians,Sant Andreu,8027,41.4214423584586,2.18314893862274
147,"C Espronceda, 203",C Espronceda,203,Provençals del Poblenou,Sant Martí,8018,41.410396189239,2.19759710645419
148,"C Fluvià, 166",C Fluvià,166,Provençals del Poblenou,Sant Martí,8020,41.412067428145,2.20039262353172
149,"G.V. Corts Catalanes, 634",G.V. Corts Catalanes,634,la Dreta de l'Eixample,Eixample,8007,41.3897728211605,2.16898876256765
150,"C Mallorca, 113",C Mallorca,113,la Nova Esquerra de l'Eixample,Eixample,8036,41.3864161172993,2.15252482814176
151,"C Pallars, 304",C Pallars,304,el Poblenou,Sant Martí,8005,41.4053840340958,2.20349439600831
152,"C Pallars, 373",C Pallars,373,Provençals del Poblenou,Sant Martí,8019,41.4090244547581,2.20808587251067
153,"C Pamplona, 91",C Pamplona,91,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.39684714794,2.19102361595412
154,"C Pere IV, 234",C Pere IV,234,el Poblenou,Sant Martí,8005,41.405005568437,2.19961463331591
155,"C Pere IV, 227",C Pere IV,227,el Poblenou,Sant Martí,8018,41.4060570520009,2.20039769581001
156,"C Francolí, 32",C Francolí,32,el Putxet i el Farró,Sarrià-Sant Gervasi,8006,41.4040848482953,2.14696365157101
157,"Pl Vila de Gràcia, 6",Pl Vila de Gràcia,6,la Vila de Gràcia,Gràcia,8012,41.4002604820412,2.15778428724247
158,"Pg Gràcia, 110",Pg Gràcia,110,la Dreta de l'Eixample,Eixample,8008,41.396293517396,2.160026051762
159,"C Provença, 158",C Provença,158,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3879742163223,2.1525903149484
160,"Pg Vall d'Hebron, 171",Pg Vall d'Hebron,171,Montbau,Horta-Guinardó,8035,41.4357188403219,2.14748209442015
161,"C Amèrica, 47",C Amèrica,47,el Guinardó,Horta-Guinardó,8041,41.4164682773641,2.17661880570778
162,"C Oristà, 53",C Oristà,53,Vallbona,Nou Barris,8033,41.4658033343006,2.18557353267632
163,"Av Paral·lel, 131",Av Paral·lel,131,el Poble-sec,Sants-Montjuïc,8004,41.374850731775,2.15946545852392
164,"C Tamarit, 82",C Tamarit,82,el Poble-sec,Sants-Montjuïc,8004,41.3744377180802,2.15549497902583
165,"C Carme, 84",C Carme,84,el Raval,Ciutat Vella,8001,41.3807499092444,2.1675254607801
166,"C Ferlandina, 40",C Ferlandina,40,el Raval,Ciutat Vella,8001,41.3816534104779,2.16396638373276
167,"C Cervelló, 6",C Cervelló,6,el Raval,Ciutat Vella,8001,41.3765541069702,2.17476892558485
168,"C Aragó, 498",C Aragó,498,la Sagrada Família,Eixample,8013,41.4050355376929,2.18225736232094
169,"C Consell de Cent, 573",C Consell de Cent,573,la Sagrada Família,Eixample,8013,41.4045070483699,2.1834028000843
170,"C Mallorca, 494",C Mallorca,494,la Sagrada Família,Eixample,8013,41.4067325161012,2.18002022517681
171,"C Casp, 69",C Casp,69,la Dreta de l'Eixample,Eixample,8010,41.3938897931398,2.176527870044
172,"Rbla Catalunya, 46",Rbla Catalunya,46,la Dreta de l'Eixample,Eixample,8007,41.3904838219578,2.16434120266192
173,"Rbla Catalunya, 17",Rbla Catalunya,17,la Dreta de l'Eixample,Eixample,8007,41.3886389281719,2.16669673558461
174,"G.V. Corts Catalanes, 610",G.V. Corts Catalanes,610,la Dreta de l'Eixample,Eixample,8007,41.3875709313992,2.16606696095938
175,"C Príncep de Viana, 28",C Príncep de Viana,28,el Raval,Ciutat Vella,8001,41.3801780126808,2.16377195431419
176,"C Junta de Comerç, 26",C Junta de Comerç,26,el Raval,Ciutat Vella,8001,41.3793023427858,2.17187823424012
177,"C Manuel de Falla, 30",C Manuel de Falla,30,Sarrià,Sarrià-Sant Gervasi,8034,41.3939414223174,2.1260029774732
178,"Rda Sant Antoni, 56",Rda Sant Antoni,56,el Raval,Ciutat Vella,8001,41.3815938256673,2.16374069658656
179,"C Llull, 1",C Llull,1,el Parc i la Llacuna del Poblenou,Sant Martí,8005,41.3909637140195,2.18833710582889
180,"C Llull, 22",C Llull,22,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3920478426514,2.19022331005082
181,"C Pujades, 21",C Pujades,21,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.3930084945801,2.18880414620535
182,"Av Diagonal, 152",Av Diagonal,152,Provençals del Poblenou,Sant Martí,8018,41.406244491902,2.19765417230981
183,"Pl Dubte, 3",Pl Dubte,3,el Raval,Ciutat Vella,8001,41.3803245377241,2.16388118938795
184,"C Hernán Cortés, 6",C Hernán Cortés,6,el Clot,Sant Martí,8018,41.4063673388441,2.18850029669629
185,"Rbla Prim, 159",Rbla Prim,159,la Verneda i la Pau,Sant Martí,8020,41.4218342715228,2.2051617019182
186,"Av Rio de Janeiro, 49",Av Rio de Janeiro,49,Porta,Nou Barris,8016,41.4350550818224,2.17998545246993
187,"Av Rio de Janeiro, 61",Av Rio de Janeiro,61,Porta,Nou Barris,8016,41.4373081345799,2.18047702705303
188,"C Gran de Sant Andreu, 275",C Gran de Sant Andreu,275,Sant Andreu,Sant Andreu,8030,41.4358790796993,2.18973615860809
189,"C Gran de Sant Andreu, 193",C Gran de Sant Andreu,193,Sant Andreu,Sant Andreu,8030,41.4332526857711,2.18938297042328
190,"C Santa Coloma, 25",C Santa Coloma,25,Sant Andreu,Sant Andreu,8030,41.4298167236032,2.19274599655251
191,"C Dublín, 10",C Dublín,10,Sant Andreu,Sant Andreu,8030,41.428584750194,2.18709974389528
192,"C Ferlandina, 9",C Ferlandina,9,el Raval,Ciutat Vella,8001,41.3826613413623,2.1671410279111
193,"C Puig i Xoriguer, 19",C Puig i Xoriguer,19,el Poble-sec,Sants-Montjuïc,8004,41.373712358185,2.17382124652853
194,"Av Diagonal, 245",Av Diagonal,245,el Fort Pienc,Eixample,8013,41.401827640339,2.18086176193287
195,"C Guitert, 57",C Guitert,57,la Barceloneta,Ciutat Vella,8003,41.377853370427,2.19117580325423
196,"Pg Joan Borbó Comte Barcelona, 65",Pg Joan Borbó Comte Barcelona,65,la Barceloneta,Ciutat Vella,8003,41.3761947350302,2.18893061170931
197,"Pg Garcia Fària, 19",Pg Garcia Fària,19,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8005,41.4005033346173,2.20965311674744
198,"C Ausiàs Marc, 60",C Ausiàs Marc,60,el Fort Pienc,Eixample,8010,41.3935072312451,2.17860724841209
199,"G.V. Corts Catalanes, 605",G.V. Corts Catalanes,605,la Dreta de l'Eixample,Eixample,8007,41.3890283154333,2.16772918782871
200,"C Diputació, 234",C Diputació,234,la Dreta de l'Eixample,Eixample,8007,41.3884157086391,2.16451096307694
201,"C Enric Granados, 1",C Enric Granados,1,l'Antiga Esquerra de l'Eixample,Eixample,8007,41.387430667136,2.16275270238865
202,"C Escorial, 19",C Escorial,19,la Vila de Gràcia,Gràcia,8024,41.4067806323707,2.1617192032894
203,"Pl Rovira i Trias, 9999",Pl Rovira i Trias,1,la Vila de Gràcia,Gràcia,8024,41.4077213840632,2.15852616798141
204,"C Encarnació, 41",C Encarnació,41,la Vila de Gràcia,Gràcia,8024,41.4063359489616,2.15988449049532
205,"Trav Corts, 251",Trav Corts,251,les Corts,Les Corts,8014,41.3852478374185,2.13229789140322
206,"C Còrsega, 351",C Còrsega,351,la Vila de Gràcia,Gràcia,8037,41.3984538399577,2.16176197747759
207,"C Comte Borrell, 209",C Comte Borrell,209,la Nova Esquerra de l'Eixample,Eixample,8029,41.3853738756113,2.15189983965968
208,"C Comte Borrell, 229",C Comte Borrell,229,la Nova Esquerra de l'Eixample,Eixample,8029,41.3861833814096,2.15082634614721
209,"Rbla Poblenou, 107",Rbla Poblenou,107,el Poblenou,Sant Martí,8005,41.4030178602764,2.19860546914645
210,"C Ramon Turró, 142",C Ramon Turró,142,el Poblenou,Sant Martí,8005,41.3966145808299,2.19866098660115
211,"C Cinca, 58",C Cinca,58,Sant Andreu,Sant Andreu,8030,41.4391327904691,2.19223159939725
212,"C Moià, 18",C Moià,18,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.3947627080934,2.15125006119457
213,"C Londres, 106",C Londres,106,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3943711002996,2.1520365411217
214,"C Borràs, 2",C Borràs,2,la Prosperitat,Nou Barris,8016,41.4399063403817,2.17863952928836
215,"Rbla Prat, 23",Rbla Prat,23,la Vila de Gràcia,Gràcia,8012,41.4012047445015,2.15160999431721
216,"Av Jordà, 30",Av Jordà,30,Sant Genís dels Agudells,Horta-Guinardó,8035,41.426967039459,2.13701782265038
217,"C Astúries, 30",C Astúries,30,la Vila de Gràcia,Gràcia,8012,41.4033211235952,2.15429941001072
218,"C Creu Coberta, 23",C Creu Coberta,23,Hostafrancs,Sants-Montjuïc,8014,41.3750991155066,2.14741737002069
219,"C Mirador del Palau Nacional, 3",C Mirador del Palau Nacional,3,el Poble-sec,Sants-Montjuïc,8038,41.3686597444245,2.15206586883958
220,"C Eduardo Conde, 2",C Eduardo Conde,2,Sarrià,Sarrià-Sant Gervasi,8034,41.3913344622056,2.1230491484724
221,"C Pau Gargallo, 10",C Pau Gargallo,10,la Maternitat i Sant Ramon,Les Corts,8028,41.3834044365279,2.11587955348899
222,"Pl Traginers, 1",Pl Traginers,1,el Barri Gòtic,Ciutat Vella,8002,41.3821943307167,2.1798663695093
223,"Pg Marítim de Nova Icària, 60",Pg Marítim de Nova Icària,60,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3909219824376,2.20213876671211
